CNA-SMN-CG-GMC-SMAA-CLIMATOLOGIA
BASE DE DATOS CLIMATOLOGICA
DATOS DISPONIBLES EN LA BASE DE DATOS A MARZO 2020;CON LA INFORMACION SUMINISTRADA POR LAS OFICINAS REGIONALES
 
ESTACION  : 25037
NOMBRE    : GUAMUCHIL (AARSP)
ESTADO    : SINALOA
MUNICIPIO : SALVADOR ALVARADO
SITUACI�N : OPERANDO
ORGANISMO : CAADES
CVE-OMM   : Nulo
LATITUD   : 025.469�
LONGITUD  : -108.092�
ALTITUD   : 44 msnm
 
EMISION   : 06/04/2020 
 
           PRECIP  EVAP   TMAX   TMIN
31/10/2013  0      3.2    33.5   20 
01/11/2013  0      4.9    35.5   20 
02/11/2013  0      4      36     19.5 
03/11/2013  23.4   3.4    28     20 
04/11/2013  0     Nulo    30     20.5 
05/11/2013  0      2.9    30     20 
06/11/2013  0      3.9    32     17.5 
07/11/2013  2      2.7    28     17.5 
08/11/2013  0      2.4    32     20.5 
09/11/2013  0      2.9    32     20 
10/11/2013  0      4.7    33.5   20.5 
11/11/2013  0      4      33     17.5 
12/11/2013  0      4.2    31     17.5 
13/11/2013  2.6    3.1    32.5   17.5 
14/11/2013  0      4.2    29     21.5 
15/11/2013  0      5.1    33.5   21 
16/11/2013  50     3.2    26     21 
17/11/2013  0      7      32     20 
18/11/2013  0      2.5    30     20 
19/11/2013  0      4.6    30     17 
20/11/2013  0      3      29.5   16.5 
21/11/2013  0      3      31     16.5 
22/11/2013  0      3.4    30     20 
23/11/2013  0      4.4    27     21 
24/11/2013  0      1.3    30     19 
25/11/2013  0      4.3    26     15.5 
26/11/2013  0      4.4    29.5   15 
27/11/2013  0      3.3    29     15 
28/11/2013  0      4.5    30     18.5 
29/11/2013  0      3.3    32     18 
30/11/2013  0      3.4    32.5   18 
01/12/2013  0      3.9    28.5   17 
02/12/2013  0      2      30.5   17.5 
03/12/2013  0      4.7    30.5   16 
04/12/2013  0      1.9    30     19 
05/12/2013  2.2    1.5    26     20 
06/12/2013  0      1.1    27     16.5 
07/12/2013  0      5.2    23.5   11 
08/12/2013  0      1      26     10.5 
09/12/2013  0      3.2    27     10 
10/12/2013  0      1.6    29     10.5 
11/12/2013  0      2.2    26     13 
12/12/2013  0      4.2    30     13 
13/12/2013  0      3.6    28     15 
14/12/2013  0      5.3    29     10.5 
15/12/2013  0      1.4    30     10.5 
16/12/2013  0      4.5    32     13 
17/12/2013  0      2.8    31.5   14.5 
18/12/2013  0      3.1    32     16 
19/12/2013  0      3.2    30     14 
20/12/2013  38.3   4      22     18 
21/12/2013  0     Nulo    22     12 
22/12/2013  0      2.8    25     12 
23/12/2013  0      2.2    28     12.5 
24/12/2013  0      4.1    30     14.5 
25/12/2013  0      3.5    29     15 
26/12/2013  0      2.7    30     14 
27/12/2013  0      3.6    30     15 
28/12/2013  0      4      31     16 
29/12/2013  0      2.2    28.5   16.5 
30/12/2013  0      2      27     13 
31/12/2013  0      4.6    16     13 
01/01/2014  0      4.4    28     15 
02/01/2014  0      5.6    30.5   15 
03/01/2014  0      4.1    31     15 
04/01/2014  0      2.5    27     16 
05/01/2014  0      2.9    25     14.5 
06/01/2014  0      1.8    29     15 
07/01/2014  0      3.1    29     12 
08/01/2014  0      4.6    30     13 
09/01/2014  0      2.3    29     13 
10/01/2014  0      3.6    27     13.5 
11/01/2014  0      3.3    30     14.5 
12/01/2014  0      4.6    30     15 
13/01/2014  0      3.4    30     16.5 
14/01/2014  0      3.4    29     12.5 
15/01/2014  0      4.6    33     11.5 
16/01/2014  0      4.3    32     15 
17/01/2014  0      4.9    31.5   10.5 
18/01/2014  0      4.8    29.5   10 
19/01/2014  0      2.7    29     12 
20/01/2014  0      3.7    30     13 
21/01/2014  0      3.3    29     13 
22/01/2014  0      2.6    31     15.5 
23/01/2014  0      4.3    31     15.5 
24/01/2014  0      2.5    30.5   15 
25/01/2014  0      3.8    33     15 
26/01/2014  0      4.8    31.5   15 
27/01/2014  0      4.1    29.5   15.5 
28/01/2014  0      5.1    27     17.5 
29/01/2014  0      3.2    30     15.5 
30/01/2014  0      2.8    31     15 
31/01/2014  0      4.9    29.5   15 
01/02/2014  0      3.3    29     14 
02/02/2014  0      3      28     13 
03/02/2014  0      5.3    23     12.5 
04/02/2014  0      3.4    27     11 
05/02/2014  0      4.5    27     10 
06/02/2014  0      2.1    28     9 
07/02/2014  0      4.7    30.5   9 
08/02/2014  0      5.9    30     8.5 
09/02/2014  0      5.3    32.5   10 
10/02/2014  0      5.2    33     12.5 
11/02/2014  0      6.1    30     14 
12/02/2014  0      4.2    29.5   15 
13/02/2014  0      4.6    32     14 
14/02/2014  0      5.2    33     14.5 
15/02/2014  0      5      32     17 
16/02/2014  0      4.4    33.5   16 
17/02/2014  0      6.2    33.5   14.5 
18/02/2014  0      4.9    33     16 
19/02/2014  0      4.2    35     14 
20/02/2014  0      6.4    32.5   15 
21/02/2014  0      7.7    33     14 
22/02/2014  0      4.6    33     14 
23/02/2014  0      5.4    29.5   16 
24/02/2014  0      4.4    32.5   16.5 
25/02/2014  0      6.7    29     16 
26/02/2014  0      3.1    31.5   11 
27/02/2014  0      4.9    33.5   16 
28/02/2014  0      4.7    33     15 
01/03/2014  0      5.4    32.5   15 
02/03/2014  0      3.1    32.5   16 
03/03/2014  0      5.6    30     14 
04/03/2014  0      5.3    30     12.5 
05/03/2014  0      6.4    29     13 
06/03/2014  0      5.6    30     14 
07/03/2014  0      6.6    29     15 
08/03/2014  0      5.2    30.5   15 
09/03/2014  3.5    6.1    27     17 
10/03/2014  0      4.9    28.5   16.5 
11/03/2014  0      5.8    30     16 
12/03/2014  0      6.8    31     15 
13/03/2014  0      6.1    32     15.5 
14/03/2014  0      6.8    33     16 
15/03/2014  0      7.6    30     16 
16/03/2014  0      4.5    30.5   14.5 
17/03/2014  0      7.6    32     14 
18/03/2014  0      9.3    32     14.5 
19/03/2014  0      6.1    32     14 
20/03/2014  0      7.6    32     14.5 
21/03/2014  0      4.4    35.5   13.5 
22/03/2014  0      8.4    36.5   14 
23/03/2014  0      7.4    35.5   17 
24/03/2014  0      7.8    38.5   17 
25/03/2014  0      6.9    35.5   17 
26/03/2014  0      6.7    33     18 
27/03/2014  0      7.6    29     18 
28/03/2014  0      3.1    33     17 
29/03/2014  0      6.3    34     16 
30/03/2014  0      6.2    34.5   15.5 
31/03/2014  0      7.7    35.5   15 
01/04/2014  0      8.1    33     16.5 
02/04/2014  0      6.6    34.5   17 
03/04/2014  0      9.1    31     16.5 
04/04/2014  0      7.1    32     14.5 
05/04/2014  0      8.6    33     14.5 
06/04/2014  0      6.5    30.5   16 
07/04/2014  0      6.1    30     14 
08/04/2014  0      6.2    37     14 
09/04/2014  0      7.9    36     14.5 
10/04/2014  0      9.2    35     14 
11/04/2014  0      7.9    35     17 
12/04/2014  0      7.2    35.5   19 
13/04/2014  0      7.2    33     18.5 
14/04/2014  0      7.2    34.5   17.5 
15/04/2014  0      8.1    34     15 
16/04/2014  0      7.7    32     15 
17/04/2014  0      7.1    34     18.5 
18/04/2014  0      8.3    30.5   18 
19/04/2014  0      6.2    29.5   20 
20/04/2014  0      7.9    33     19.5 
21/04/2014  0      7.7    36     17 
22/04/2014  0      9.1    37.5   17 
23/04/2014  0      9      34     18 
24/04/2014  0      9      35     17.5 
25/04/2014  0      7.8    36.5   17.5 
26/04/2014  0      10.7   36.5   19 
27/04/2014  0      9.5    35     19 
28/04/2014  0      9      35.5   16 
29/04/2014  0      10.7   35     16 
30/04/2014  0      8.9    33     16.5 
01/05/2014  0      4.3    34     16.5 
02/05/2014  0      8      35     16 
03/05/2014  0      9.5    34     16 
04/05/2014  0      8.8    35.5   17 
05/05/2014  0      11.6   35     20 
06/05/2014  0      9.5    35     20 
07/05/2014  0      10.8   34     21 
08/05/2014  0      8      35.5   19 
09/05/2014  0      11.9   35     16.5 
10/05/2014  0      10.2   34     16 
11/05/2014  0      8.9    35     16.5 
12/05/2014  0      9.6    33     18 
13/05/2014  0      8.3    36     18 
14/05/2014  0      8.6    42     18 
15/05/2014  0      8.7    40     20 
16/05/2014  0      7.4    36     20 
17/05/2014  0      9.1    37.5   21 
18/05/2014  0      8.5    39.5   20 
19/05/2014  0      13.7   38.5   22 
20/05/2014  0      11.6   38     21 
21/05/2014  0      8.5    36     21 
22/05/2014  0      8.1    36     22.5 
23/05/2014  0      5.6    38     21 
24/05/2014  0      10.9   37     22 
25/05/2014  0      8.2    38     20.5 
26/05/2014  0      10.6   38     20 
27/05/2014  0      11.5   37     21 
28/05/2014  0      10.7   36     21 
29/05/2014  0      5.2    37     24.5 
30/05/2014  0      6.6    37     24 
31/05/2014  0      9.8    37.5   24 
01/06/2014  0      8.8    37.5   24 
02/06/2014  0      9.9    38.5   25.5 
03/06/2014  0      10.7   37.5   26.5 
04/06/2014  0      10.8   36.5   26 
05/06/2014  0      11.5   36     25.5 
06/06/2014  0      9.6    36     26 
07/06/2014  0      11.5   37     26 
08/06/2014  0      10.9   36     26 
09/06/2014  0      10     35.5   25.5 
10/06/2014  0      10.9   38     25.5 
11/06/2014  0      9.5    37     25 
12/06/2014  0      9.4    39     25 
13/06/2014  0      10.8   37.5   26 
14/06/2014  0      9.9    37     26 
15/06/2014  0      9.6    39.5   26 
16/06/2014  0      9.9    38     25.5 
17/06/2014  0      11     38.5   26 
18/06/2014  0      11.5   37     26.5 
19/06/2014  0      10.9   38     26.5 
20/06/2014  40.5   12.9   37     26 
21/06/2014  0      13.1   34.5   23 
22/06/2014  0      10.3   39     24.5 
23/06/2014  0      8.9    37.5   24 
24/06/2014  0      9.2    39     25.5 
25/06/2014  0      10.9   36     27 
26/06/2014  30.4   12.8   39     27 
27/06/2014  0      13.2   35.5   23 
28/06/2014  0      7.6    36     24.5 
29/06/2014  0      9.6    38.5   26 
30/06/2014  0      11.1   36     27 
01/07/2014  1      6      36     26 
02/07/2014  20     8.4    35     24 
03/07/2014  33     7      34     23 
04/07/2014  10.8   9.9    33.5   23 
05/07/2014  0      4.5    36     23 
06/07/2014  9      7.6    37     23.5 
07/07/2014  1.4    6.5    31.5   24 
08/07/2014  82.9   4.6    31     24.5 
09/07/2014  0      13.9   32     23 
10/07/2014  0      5.3    35     19 
11/07/2014  16.4   8.1    36     24 
12/07/2014  21.6   8.9    33     23.5 
13/07/2014  0      10.7   35     23 
14/07/2014  0      4.7    36.5   23 
15/07/2014  0.2    6.3    36.5   25 
16/07/2014  0.4    8.8    35     25 
17/07/2014  0      4.8    36     24.5 
18/07/2014  0      6.3    37     24 
19/07/2014  5.8    7.7    36     25 
20/07/2014  10.4   4.7    33     26 
21/07/2014  0      5      35.5   24.5 
22/07/2014  0      6.8    40     24 
23/07/2014  1.1    7      37     26 
24/07/2014  0      8      36.5   25.5 
25/07/2014  12.2   6.1    37     25.5 
26/07/2014  0      7.5    37     23 
27/07/2014  2.3    7.3    37.5   24 
28/07/2014  0      6.7    36     24 
29/07/2014  0      6.1    38     25 
30/07/2014  42.1   9.2    39.5   25.5 
31/07/2014  0      12     33     22 
01/08/2014  1.8    4.2    35     25 
02/08/2014  0      6.7    36     24 
03/08/2014  0      6.6    35.5   22.5 
04/08/2014  30.2   7.2    38     23 
05/08/2014  0      7.8    35     23 
06/08/2014  7      4.9    32     24.5 
07/08/2014  7.6    3.5    33     24 
08/08/2014  0      5.2    32     23 
09/08/2014  24.7   3.4    33     24 
10/08/2014  18.7   6.3    35.5   23 
11/08/2014  0      8.5    36     23.5 
12/08/2014  17.8   5.8    35     24 
13/08/2014  54.7   9.2    35     23 
14/08/2014  10.5  Nulo    33     23 
15/08/2014  0      4.9    34     23.5 
16/08/2014  0      5.1    35.5   26 
17/08/2014  16.8   8.2    28     25.5 
18/08/2014  1      3.5    35     23 
19/08/2014  5.4    4.7    33     23.5 
20/08/2014  18.6   5.4    33.5   24 
21/08/2014  2.3   Nulo    33     23 
22/08/2014  0      5.3    34     23 
23/08/2014  1      5.9    34.5   23 
24/08/2014  1.3    4.1    34.5   23 
25/08/2014  4.1    2.9    33     23 
26/08/2014  0      4.6    33     23 
27/08/2014  0      6.3    36.5   23 
28/08/2014  0      6.8    36.5   24 
29/08/2014  4.8    5.9    37     26 
30/08/2014  0.5    7      35.5   23 
31/08/2014  0      7.1    36     25.5 
01/09/2014  2      5.8    35.5   25 
02/09/2014  0      4      35     25.5 
03/09/2014  9.3    5      35.5   25.5 
04/09/2014  4.4    5.4    31     24 
05/09/2014  0      4.1    31     24 
06/09/2014  0      4.1    35     24.5 
07/09/2014  0      4.4    33     24 
08/09/2014  0      4.4    36     25 
09/09/2014  0      5.8    37     24.5 
10/09/2014  0      7.5    36     25 
11/09/2014  0.2    5.8    36     26 
12/09/2014  0      4      33     25.5 
13/09/2014  0.3    3.4    36.5   25 
14/09/2014  10.3   4      36     24 
15/09/2014  49.8   4.4    36     24 
16/09/2014  0      2.5    30     24 
17/09/2014  0      4.6    33.5   24.5 
18/09/2014  0      6.3    35     24 
19/09/2014  0      5.2    36     24 
20/09/2014  0      5.7    35     24.5 
21/09/2014  0      4.3    33     25 
22/09/2014  0      4.3    34     26 
23/09/2014  0      4.8    35     26 
24/09/2014  3.6    4.3    30     25 
25/09/2014  0      2.9    30     23.5 
26/09/2014  0      4.4    35     24.5 
27/09/2014  0      5.1    36     24 
28/09/2014  0      6.1    38     25 
29/09/2014  0      4.7    38.5   24.5 
30/09/2014  0      7.2    39.5   24.5 
01/10/2014  0      4.4    37.5   24 
02/10/2014  0      6.3    38     24.5 
03/10/2014  0      5.8    37.5   24 
04/10/2014  0      4.4    36     25 
05/10/2014  40.5   3.6    35.5   25.5 
06/10/2014  0      7.2    33     22.5 
07/10/2014  0      3.2    35     23 
08/10/2014  0      3.3    36     24.5 
09/10/2014  0      6.3    36     23.5 
10/10/2014  0      5.3    36     23.5 
11/10/2014  0      4.4    36.5   23.5 
12/10/2014  0      3.9    36     23.5 
13/10/2014  0      4.9    36     22 
14/10/2014  0      6.7    37     21.5 
15/10/2014  0      6.6    37     23 
16/10/2014  0      5.4    38     22.5 
17/10/2014  0      5.2    37.5   22 
18/10/2014  0      4.8    37     20.5 
19/10/2014  0      5.9    35     21 
20/10/2014  0      4.3    33     21 
21/10/2014  0      4.8    35     20 
22/10/2014  0      5.8    35     20.5 
23/10/2014  0      4.1    37.5   21 
24/10/2014  0      4.8    38.5   22.5 
25/10/2014  0      5      39     23 
26/10/2014  0      6      37     22.5 
27/10/2014  0      3.7    36     21 
28/10/2014  0      4.7    37     22 
29/10/2014  0      5.1    35     19 
30/10/2014  0      5.5    34     18 
31/10/2014  0      4.5    38     19 
01/11/2014  0      4.6    37     20 
02/11/2014  27.8   4.4    35     23 
03/11/2014  7      7.7    28     19.5 
04/11/2014  0.3    4.6    28     18 
05/11/2014  0      1.5    30     19 
06/11/2014  0      3.9    32.5   20 
07/11/2014  0      3.9    34     19.5 
08/11/2014  0      4.1    32.5   20 
09/11/2014  0      3.5    34     20.5 
10/11/2014  0      3.8    33.5   21.5 
11/11/2014  0      4.5    34     20.5 
12/11/2014  0      3.1    34     21 
13/11/2014  0      3.2    33     20.5 
14/11/2014  0      3.2    34     21 
15/11/2014  0      3.2    37     19.5 
16/11/2014  0      3      30     19 
17/11/2014  0      3.8    32     19 
18/11/2014  0      4.3    31     16.5 
19/11/2014  0      2.6    31     16.5 
20/11/2014  0      3      32     17.5 
21/11/2014  0      4      32     18 
22/11/2014  0      5.4    30     17.5 
23/11/2014  0      3.1    30.5   16.5 
24/11/2014  0      5.2    31     16.5 
25/11/2014  0      4.1    32     15 
26/11/2014  0      8.4    33     16.5 
27/11/2014  0      4.8    34     14 
28/11/2014  0      4      34     16 
29/11/2014  0      4.3    32     16.5 
30/11/2014  0      4.6    31     13 
01/12/2014  0      5      31     14 
02/12/2014  0      3.6    34     13.5 
03/12/2014  0      4.1    31     13 
04/12/2014  0      4.4    32     16 
05/12/2014  0      3.1    35     16.5 
06/12/2014  0      2.8    31.5   15 
07/12/2014  0      4      31     15.5 
08/12/2014  0      3.2    31.5   15 
09/12/2014  0      2.4    31     15.5 
10/12/2014  0      3.4    28     16 
11/12/2014  0      2.1    31     17 
12/12/2014  0      3.1    31     18 
13/12/2014  0      3.2    31     18 
14/12/2014  0      3.5    30     14 
15/12/2014  0      3.3    29     12.5 
16/12/2014  0      3      26.5   12 
17/12/2014  0      2.5    25     12.5 
18/12/2014  0      1.7    28     14 
19/12/2014  0      2.6    27     11.5 
20/12/2014  0      2.8    28     12 
21/12/2014  0      3.3    28     12 
22/12/2014  0      2.8    28.5   13 
23/12/2014  0      4.1    29     12.5 
24/12/2014  0      2.8    29     13 
25/12/2014  0      3.8    29     13 
26/12/2014  0      3.2    28.5   13 
27/12/2014  0      2      27.5   15.5 
28/12/2014  0      3.6    27     8 
29/12/2014  0      2.6    29     8.5 
30/12/2014  0      2.9    31     11 
31/12/2014  0      3.1    30     15.5 
01/01/2015  0      3.2    27     15 
02/01/2015  0      2.1    19.5   15 
03/01/2015  0      2.2    24     6.5 
04/01/2015  0      3.2    29     6 
05/01/2015  0      2.1    32     10 
06/01/2015  0      3.7    29     13 
07/01/2015  0      2.8    24.5   15.5 
08/01/2015  0      3      31     14 
09/01/2015  0      3.4    28     13.5 
10/01/2015  0      3.4    30     13 
11/01/2015  0      3.2    30     15 
12/01/2015  0      3.5    28     15.5 
13/01/2015  0      5.9    28     12 
14/01/2015  0      2.4    24     12 
15/01/2015  0      3.5    24     14 
16/01/2015  0      1.7    26     13 
17/01/2015  0      2.2    29     14 
18/01/2015  0      3.1    30     16.5 
19/01/2015  0      2.4    31     14.5 
20/01/2015  0      4      31     14.5 
21/01/2015  0      3.9    28.5   15 
22/01/2015  0      4.4    27     13.5 
23/01/2015  0      3.7    27     12 
24/01/2015  0      4      22     11 
25/01/2015  0      2.7    26     12 
26/01/2015  0      0.4    31     12 
27/01/2015  0      2.5    32     14 
28/01/2015  0      5.8    32     16 
29/01/2015  0      2.5    30     15.5 
30/01/2015  6.5    3.3    27     15.5 
31/01/2015  1.1    4.9    26.5   16 
01/02/2015  0      3.1    27     15 
02/02/2015  5.9    2.5    27.5   14 
03/02/2015  0      5.6    26     14.5 
04/02/2015  0      2.3    30     15 
05/02/2015  0      4.7    31     15 
06/02/2015  0      2.2    32.5   16 
07/02/2015  0      4.2    32     15 
08/02/2015  0      4      31.5   14.5 
09/02/2015  0      4.9    31     14.5 
10/02/2015  0      5.1    32     15 
11/02/2015  0      4.1    31     15 
12/02/2015  0      4.4    30     16 
13/02/2015  1.6    4.6    27     16.5 
14/02/2015  0      3.1    32.5   19 
15/02/2015  9.4    4.3    32     19 
16/02/2015  0      3.7    27     18.5 
17/02/2015  0      3      29     17 
18/02/2015  0      5.3    31.5   17 
19/02/2015  0      4.8    30.5   17 
20/02/2015  0      2.6    29.5   17 
21/02/2015  0      4.9    30     17 
22/02/2015  0      3.3    29.5   17.5 
23/02/2015  0      3.5    36     18.5 
24/02/2015  0      8      32     17 
25/02/2015  0      6.7    32     12.5 
26/02/2015  0      5.8    30     12 
27/02/2015  0      6.8    28     12.5 
28/02/2015  0      4.4    28.5   14.5 
01/03/2015  0      5.2    28     14.5 
02/03/2015  0      3.9    31.5   16 
03/03/2015  2.1    7      27     18 
04/03/2015  0      3.9    26.5   16 
05/03/2015  0      5.5    29     13 
06/03/2015  0      5.2    32     13.5 
07/03/2015  0      5.9    26     12.5 
08/03/2015  0      2.8    26     19 
09/03/2015  0      1.8    31     14.5 
10/03/2015  0      6.9    30.5   14.5 
11/03/2015  0      5.8    30     16 
12/03/2015  0      5      31     17 
13/03/2015  0      5.2    29     16.5 
14/03/2015  1.1    5.6    30     16 
15/03/2015  0.9    5.6    30     16 
16/03/2015  9.2    2.6    30     18 
17/03/2015  0      6.7    30     16.5 
18/03/2015  0      3.5    30     17 
19/03/2015  0      6.7    29     17 
20/03/2015  0      3.3    30     17 
21/03/2015  0      6.3    31     16.5 
22/03/2015  0      7.3    33     18.5 
23/03/2015  0      7      33     17 
24/03/2015  0      5.3    32     18 
25/03/2015  0      4.6    32     18.5 
26/03/2015  0      7.1    33     17 
27/03/2015  0      7.8    34     16.5 
28/03/2015  0      7.1    32.5   17 
29/03/2015  0      8      32     18.5 
30/03/2015  0      5.7    32.5   18 
31/03/2015  0      9.9    29     19 
01/04/2015  0      5.1    33.5   19.5 
02/04/2015  0      8.6    32     19 
03/04/2015  0      5.3    33     18.5 
04/04/2015  0      6.2    33     19 
05/04/2015  0      8.3    34     20 
06/04/2015  0      5.9    36     19.5 
07/04/2015  0      7      35.5   18.5 
08/04/2015  0      7.9    34     19 
09/04/2015  0      6      33     18 
10/04/2015  0      7      33     18.5 
11/04/2015  0      5.3    32     19 
12/04/2015  4.2    6.5    30     21.5 
13/04/2015  0      4.7    32.5   17.5 
14/04/2015  0      7.7    32     16 
15/04/2015  0      11.2   34     16.5 
16/04/2015  0      8.6    32.5   18 
17/04/2015  0      8      31     19 
18/04/2015  0      6.2    33     20.5 
19/04/2015  0      9.7    33     15 
20/04/2015  0      7.8    28     16 
21/04/2015  0      5.9    34     17 
22/04/2015  0      9.4    30     17 
23/04/2015  0      4.7    30     19 
24/04/2015  0      5.2    32     19 
25/04/2015  0      7.4    33.5   15 
26/04/2015  0      8.6    33     15 
27/04/2015  0      8.9    33     15.5 
28/04/2015  0      8.7    33     16 
29/04/2015  0      8      35     17 
30/04/2015  0      10.2   32     16.5 
01/05/2015  0      6.1    33     17 
02/05/2015  0      6.8    37     18 
03/05/2015  0      7.8    33.5   15 
04/05/2015  0      10.1   32     19 
05/05/2015  0      8.7    32     17 
06/05/2015  0      8.8    32     18.5 
07/05/2015  0      6.9    34     19 
08/05/2015  0      10.1   34     19 
09/05/2015  0      8.9    36     15 
10/05/2015  0      11     34     16 
11/05/2015  0      8.4    34     15 
12/05/2015  0      5.2    29.5   16 
13/05/2015  0      3.2    32.5   18.5 
14/05/2015  0      11.3   33     19 
15/05/2015  0      7.7    36     22 
16/05/2015  0      9.2    35     22 
17/05/2015  0      8.8    36.5   19 
18/05/2015  0      10.5   35     18 
19/05/2015  0      8.7    36     18 
20/05/2015  0      9.1    33     19 
21/05/2015  0      11.3   34     19 
22/05/2015  0      11.2   36     19.5 
23/05/2015  0.4    8.9    31     20 
24/05/2015  0      5.6    36     17 
25/05/2015  0      10.8   36.5   16 
26/05/2015  0      10.6   38     17.5 
27/05/2015  0      9.6    39     18 
28/05/2015  0      12.2   38     18.5 
29/05/2015  0      11.2   36     21 
30/05/2015  0      9.5    38     21.5 
31/05/2015  0      10.4   36.5   24 
01/06/2015  0      10.8   37     25.5 
02/06/2015  0      10.7   37.5   24.5 
03/06/2015  0      12.8   37     25 
04/06/2015  0      9.9    38.5   25 
05/06/2015  0      13.1   37     26 
06/06/2015  0      8.6    36     27 
07/06/2015  19.1   12.5   34     27 
08/06/2015  0      8.7    35.5   26 
09/06/2015  0      11.9   39     23.5 
10/06/2015  0      10.4   38.5   23 
11/06/2015  0      10.1   37     23 
12/06/2015  0      9.5    39     25 
13/06/2015  0      11     37     24 
14/06/2015  0      10.1   39     23 
15/06/2015  0      11.8   38     23 
16/06/2015  0      10.6   36.5   25 
17/06/2015  0      10     38     26.5 
18/06/2015  0      9.3    38.5   25.5 
19/06/2015  0      11.7   38.5   25.5 
20/06/2015  0      10.9   34.5   27.5 
21/06/2015  0      8.4    38     24 
22/06/2015  0      10.2   38.5   25 
23/06/2015  0      9.9    37     24.5 
24/06/2015  0      8.7    39.5   26 
25/06/2015  4.4    12.8   37     26 
26/06/2015  0      6.2    39.5   24 
27/06/2015  0      9.6    38     26 
28/06/2015  3.1    9.4    39.5   26 
29/06/2015  4.2    5.3    28     26 
30/06/2015  0      3      35     25 
01/07/2015  3.1    6.4    37     25 
02/07/2015  4.2    7.2    36     23 
03/07/2015  46.3   8.4    35     23 
04/07/2015  2.1    11.1   33     23 
05/07/2015  0      5.1    36     23 
06/07/2015  0      5.7    36.5   25 
07/07/2015  0      8      37     25 
08/07/2015  1      6.7    37     25 
09/07/2015  4      7.7    34     23.5 
10/07/2015  0      5.8    38     23 
11/07/2015  0      9.1    37     25 
12/07/2015  2.3    8.5    41     24 
13/07/2015  0      9.8    37     26 
14/07/2015  0      8.4    35.5   24 
15/07/2015  0      7.2    36     25 
16/07/2015  0      6.2    38     25.5 
17/07/2015  0      10     36     25 
18/07/2015  0      5.7    36     25 
19/07/2015  0      7.5    39     24 
20/07/2015  40.2   10.9   34.5   25 
21/07/2015  13.7   9.1    33     23 
22/07/2015  17.1   7.3    33.5   23 
23/07/2015  1.8    4.8    34     24.5 
24/07/2015  0      4.8    34.5   24.5 
25/07/2015  1.1    6.4    36     25 
26/07/2015  0      7.4    36     23 
27/07/2015  0      6.5    38     24.5 
28/07/2015  1.3    7.5    37     25 
29/07/2015  0      6.6    38     26 
30/07/2015  2.1    7      39.5   26 
31/07/2015  8.3    9.6    39.5   26.5 
01/08/2015  2.8    10.8   35.5   23 
02/08/2015  0.8    6.7    36     24 
03/08/2015  2      3.9    36.5   25 
04/08/2015  0      8.7    38     24.5 
05/08/2015  0      7      39     25 
06/08/2015  0      7.9    35     25.5 
07/08/2015  0.8    4.1    36.5   25 
08/08/2015  74.5   5      39     25 
09/08/2015  6.2    17.4   33.5   22 
10/08/2015  0      6.1    36.5   22 
11/08/2015  0      6.3    37     26 
12/08/2015  14.7   7.6    36.5   26 
13/08/2015  0      8.5    36.5   23 
14/08/2015  0      6.3    36     23 
15/08/2015  6.7    5.2    34     25.5 
16/08/2015  53.8   7.2    33     25.5 
17/08/2015  5.1    8.2    31.5   23 
18/08/2015  19.5   3.9    35     23 
19/08/2015  26.5   12.4   35     23 
20/08/2015  1.1    8.3    33     23 
21/08/2015  0.6    4.9    35.5   24 
22/08/2015  0      6.1    34     24 
23/08/2015  8.5    6.3    35     25 
24/08/2015  0      5.8    34     23.5 
25/08/2015  0      5.5    36.5   24 
26/08/2015  4.5    6.7    37     25 
27/08/2015  0      8.6    36     23.5 
28/08/2015  0      6.1    35     24 
29/08/2015  0      5.5    37.5   27 
30/08/2015  0      6.2    36     27 
31/08/2015  0      5.3    30     25.5 
01/09/2015  0      3.2    33     25 
02/09/2015  0      4.2    38     25 
03/09/2015  0      7      36     25.5 
04/09/2015  0      4.7    36.5   25.5 
05/09/2015  0      6.6    33     25.5 
06/09/2015  0      3.3    38     26 
07/09/2015  123.7  7.7    37.5   26 
08/09/2015  2.1    15.1   32.5   25 
09/09/2015  7.1    7.1    33     24 
10/09/2015  0.4    9.2    33.5   25 
11/09/2015  11.7   4.2    34.5   26 
12/09/2015  4      6.5    33.5   24 
13/09/2015  0      6.1    32.5   25 
14/09/2015  0      4.2    34.5   25 
15/09/2015  0      4.4    35     25 
16/09/2015  0      5.4    36     25 
17/09/2015  2.9    6.7    35     25.5 
18/09/2015  1.8    5.3    32     25.5 
19/09/2015  0      5.2    33     23.5 
20/09/2015  4.2    6.5    35.5   23.5 
21/09/2015  8.7    0.4    32     24.5 
22/09/2015  0      3.1    34.5   24.5 
23/09/2015  0      5.6    36     25 
24/09/2015  0      5.7    37     25 
25/09/2015  20     6.4    36.5   26 
26/09/2015  0      9.4    36     22 
27/09/2015  0      4.4    35     23.5 
28/09/2015  0      5.4    33     25.5 
29/09/2015  0      6      36.5   24 
30/09/2015  0      5.4    36.5   25 
01/10/2015  0      5.1    37     26.5 
02/10/2015  0      5.7    37.5   26.5 
03/10/2015  41.2   4.7    29     26 
04/10/2015  0      12.9   31.5   21 
05/10/2015  0      3.2    32     22 
06/10/2015  0      2.3    35     22.5 
07/10/2015  0      3.6    36     23 
08/10/2015  0      5.7    31.5   23.5 
09/10/2015  28.6   4      30.5   22.5 
